Amount,AuditTrial,ClearingSystem,Currency,CustomerSegment,Description,ExchangeRate,Fee,FromAccountID,MerchantName,PaymentDate,PaymentID,PaymentType,ToAccountID
100082.68,Dog surface increase newspaper threat forget main risk campaign send course.,ACH,USD,Retail,Who treatment reason.,0.97,88.81,4091961093862,"Jenkins, White and Davis",2024-03-05,8036274549,Cash,9795045120977
183501.51,Industry large reveal enter car to staff establish management open Republican wrong.,RTGS,GBP,Retail,Building move pay you.,0.92,1.76,6724135511902,Decker-Davis,2024-04-25,7548301419,Online Transfer,2685291881239
115093.16,I tree building painting parent turn marriage call ever thought form whether.,SWIFT,GBP,Corporate,Professional west place back fire.,0.61,36.22,8560377445498,"Jenkins, Owens and Brown",2024-04-18,1348434068,Cash,1117750344847
113547.34,However pressure produce new person exactly writer officer ever specific suddenly professional.,SWIFT,USD,Retail,Technology face one.,1.06,77.53,6387805161709,"Reid, Lewis and Nelson",2024-03-10,6695177962,Online Transfer,4025908961348
112608.15,Size old shoulder join adult since gun product somebody national against.,RTGS,EUR,Corporate,Friend paper modern next forget.,1.46,44.07,4039666529392,Chase Inc,2024-05-28,8407497029,Credit,7061340972503
139128.96,Party teach maintain film lay school forward water rich.,SWIFT,GBP,Retail,Red natural at while six.,0.94,84.07,9000357692116,Case Group,2024-05-03,4182659977,Online Transfer,2491495284242
178109.39,Fall not man left magazine color hear.,ACH,GBP,Retail,Current lawyer our nothing field poor.,1.21,86.79,6001312439970,Wilkins-Jackson,2024-04-21,5837623184,Cash,6647020609242
177138.9,Free skill production collection serious almost.,SWIFT,EUR,Retail,Check father her one middle he.,1.35,36.74,1090586933883,Perkins-Roman,2024-02-29,4137905333,Online Transfer,4674865394868
112237.47,Enough personal near will general meeting teacher lawyer ahead along source.,RTGS,GBP,Corporate,Cut beat capital north recently far.,0.6,93.91,4179710269527,Adams LLC,2024-07-12,6420236130,Online Transfer,1706518891619
114454.79,Face team show mouth story industry movement.,ACH,EUR,Retail,Opportunity yet left kid article summer.,1.17,27.92,4342726376992,Estrada-Bradley,2024-01-25,6225718722,Cash,1910473856666
102320.29,Opportunity while Mr send teach in.,ACH,GBP,Corporate,Goal city consider history cause church.,0.89,22.57,6172496987449,Galloway and Sons,2024-06-02,1682476439,Online Transfer,4291536610602
116968.36,Plan threat such necessary fight beyond management state close science blue single attack.,ACH,EUR,Retail,Popular radio important.,0.81,41.0,2967755150061,"Bauer, Brown and Evans",2024-04-19,9877311419,Cash,7557620255179
90965.26,Body free business hot big quality court think.,RTGS,USD,Retail,Pm learn smile meet stock seven.,0.87,1.99,2512319914392,"Trevino, Hernandez and Brown",2024-05-06,1362089595,Online Transfer,8886470710085
159164.56,Light catch trip woman animal increase to reality.,RTGS,GBP,Retail,Congress contain song.,1.43,64.98,8109698836579,Bruce-Williams,2024-01-31,6985974047,Credit,7823815091094
145721.52,Move most major heart capital sport sure.,RTGS,USD,Corporate,Together rise relate hope.,1.01,95.44,1304982575397,Brown and Sons,2024-04-28,7343481930,Online Transfer,1921777841415
25003.27,Better walk well situation law interest candidate parent sign coach.,SWIFT,EUR,Corporate,Rule quality provide someone.,1.19,39.47,7614539744474,Young-Mitchell,2024-03-01,5952654351,Online Transfer,5394441563953
189505.71,Land parent strategy cost account seat along indicate still police task.,SWIFT,GBP,Corporate,Tv interesting car should rate decision.,0.78,19.87,6849600245135,Silva Group,2024-01-04,3882483041,Online Transfer,3580851631641
81379.98,Magazine whole take difficult office natural none number.,RTGS,GBP,Corporate,Effect job prove.,1.18,84.9,6171767381748,Morrow Ltd,2024-07-25,5126370048,Online Transfer,1280638496168
96811.92,Once agreement now security lot wrong.,SWIFT,USD,Corporate,Realize contain before.,1.19,82.32,9644962799005,Chambers-Vega,2024-07-23,9583777674,Cash,3922777695512
52523.46,Too allow detail special require build party.,RTGS,GBP,Retail,Machine accept computer pass will.,1.28,96.66,8893008119879,Murray-Chambers,2024-07-17,7113158197,Cash,4252349170825
14187.7,Paper plan citizen now appear parent best vote region up participant section.,ACH,GBP,Corporate,Strategy significant rise collection institution action.,0.52,34.59,7832094436780,"Williamson, Bishop and Reynolds",2024-04-11,4464537684,Cash,7162577842833
114831.73,Rock happen piece partner street although attorney power onto nor.,RTGS,EUR,Retail,Her who per whose really.,0.99,65.68,6373868129079,Frazier Inc,2024-06-28,5433700996,Credit,1772001746321
134643.33,Above mother interest business table several single.,ACH,GBP,Corporate,Born father upon sometimes dinner wind.,1.05,75.45,9066731335999,"Jones, Mccoy and Silva",2024-06-14,6697554738,Cash,7046651740980
88563.52,Nation around instead factor return environmental film animal pick role list.,ACH,EUR,Retail,Him Republican north.,1.29,49.12,6268837822210,Lambert-Taylor,2024-06-25,9234512681,Cash,1044051666097
90274.98,Argue not bar audience blue dark kitchen project doctor.,RTGS,USD,Retail,Administration all right ask throw foot.,1.28,70.68,4667316568546,Richard-Anderson,2024-03-06,5377721788,Online Transfer,6800493979183
65079.61,Model environmental choice eye recognize point manage candidate itself.,SWIFT,GBP,Retail,High important force whole why.,0.75,30.31,5063652539480,Duncan Group,2024-06-18,3216491814,Cash,9122576582814
78016.12,Care item whose want PM power writer American network.,RTGS,USD,Retail,All she same.,0.91,10.04,3440441887880,"Castillo, Gibson and Foster",2024-01-30,8201976603,Credit,7759995721553
80759.85,Quickly pick would very walk carry brother fight career sign wrong check reflect speech.,SWIFT,GBP,Corporate,Carry cup likely benefit arrive training.,1.2,18.75,7099005283046,Carroll-Williams,2024-04-16,9808120349,Cash,2665794461967
79455.96,Military sort fear them nice easy view series.,ACH,GBP,Retail,Agency thought suddenly young country.,0.67,27.86,7790826984370,"Hernandez, Ford and Chen",2024-02-19,5481889937,Cash,3333458508720
41156.13,Language discover process book behavior style product sometimes conference Democrat.,RTGS,GBP,Retail,Stage shake effect.,1.3,9.06,3708350432556,James and Sons,2024-04-14,7528803654,Cash,6009407502970
108285.21,Already commercial think size interesting television.,SWIFT,GBP,Retail,Something throughout even contain.,0.61,55.35,2236223955419,Stone-Riddle,2024-05-17,7380608323,Credit,3749173225286
3269.77,Purpose himself next purpose put explain media during reality tree after source.,ACH,EUR,Corporate,Sense send role buy stock.,1.31,32.74,5026955320831,"Fox, Lee and Martinez",2024-01-30,3754041206,Cash,5898212472088
131858.23,Box fear show series than already.,RTGS,USD,Retail,Certainly toward fire hospital.,0.83,72.85,5588271145699,Butler-White,2024-04-27,4866204916,Credit,6069050859933
148870.04,Structure accept stage office concern after little food.,ACH,EUR,Corporate,Area play baby staff.,1.33,24.51,2524481529389,"Cordova, Glover and Leon",2024-03-17,5410725447,Online Transfer,8416639419524
22244.47,History policy arrive service reality kitchen response eye term behind wind film I.,SWIFT,GBP,Corporate,Remember other perhaps.,1.49,3.06,9529323895596,Nichols PLC,2024-06-02,4189631187,Cash,6892021499805
173880.36,Accept prepare card chair mission certain name.,RTGS,EUR,Corporate,Here animal music scientist.,0.65,2.73,4213000946752,Curry and Sons,2024-05-16,3536584796,Online Transfer,8468493438965
73724.41,Television practice line thank purpose game pattern word always place bar drug.,RTGS,GBP,Retail,Situation adult lead ball board.,1.24,86.33,1153047404725,Sanchez and Sons,2024-07-14,5319072018,Cash,3864664753600
2457.87,Nice pull you fund election responsibility.,SWIFT,EUR,Corporate,Whether during charge suffer from whatever.,1.17,64.16,8101050213743,"Rose, Parker and Williams",2024-02-25,9063524658,Cash,4898251802899
195562.81,Art board protect include join together.,ACH,USD,Retail,Federal something site.,1.12,55.5,5438884484685,"Chandler, Taylor and Benson",2024-01-28,4046940706,Credit,3799985102105
145918.19,Fill current data will sister cell control note entire real weight still.,RTGS,GBP,Corporate,Imagine early PM speech offer any.,1.4,38.28,9628592089625,"Hudson, Lin and Nash",2024-05-20,1429734824,Online Transfer,5186589799745
21508.53,Treat attorney animal manage computer last hear network movie quickly him many.,SWIFT,GBP,Corporate,Million expert behind upon important country.,1.22,29.81,5923191145948,Strickland-Reynolds,2024-04-04,2320482792,Credit,4751325462720
83648.71,Clear respond moment set discuss worry capital.,ACH,EUR,Retail,Own staff key happen.,0.61,10.45,8313235076479,Robinson Group,2024-06-04,1846897005,Online Transfer,1395429505422
23394.9,Mouth world improve wind mouth sell himself.,SWIFT,GBP,Corporate,How guess past outside.,1.29,2.06,2029858287149,Miller and Sons,2024-06-15,5085688011,Online Transfer,8222963400116
61747.09,Unit deal level street detail hit address.,SWIFT,GBP,Retail,Debate usually while.,1.2,54.6,6439707625302,"Williams, Gilbert and Perez",2024-06-04,7593533054,Online Transfer,4889333170995
114317.19,Control tell matter film answer all as relationship finally.,ACH,EUR,Corporate,Address upon benefit.,0.94,13.69,2497677786603,"Wood, Sherman and Patel",2024-04-18,9290277322,Online Transfer,2392155965786
144694.25,Or commercial win consider surface book camera himself.,SWIFT,EUR,Corporate,Available because find build.,0.73,67.29,8567979508715,Duncan-Turner,2024-04-05,3064423512,Cash,1499756302458
30916.22,Well what letter all who light else him argue hotel fly accept.,ACH,USD,Retail,Reality expert floor continue.,1.19,18.97,9896897803454,"Harrington, Lewis and Chen",2024-01-24,3298919011,Online Transfer,9955996244570
1882.29,Benefit point many him carry thousand.,SWIFT,EUR,Retail,Painting either stage protect baby.,0.99,54.76,3341907864303,Caldwell-Scott,2024-03-12,5947695397,Credit,8470233004869
114242.22,Herself factor mouth rather discussion team.,ACH,EUR,Retail,Attention behind too take every.,1.23,8.05,4393466017975,Woodward-Nguyen,2024-05-29,5475082216,Online Transfer,3902707869532
158854.39,Bank treat per floor summer early car fly.,SWIFT,EUR,Retail,Challenge ever chance cell.,0.79,11.86,1873665746687,Moon Inc,2024-06-15,5438876197,Cash,2240927049634
60321.65,Strong between across father call during likely place rule.,RTGS,EUR,Retail,Sport they money nothing.,0.98,44.18,8703110350785,Lee and Sons,2024-04-04,5645401023,Credit,1268027128914
13631.57,Chair test side dream woman physical subject technology knowledge.,SWIFT,GBP,Corporate,Difficult without administration everything art have.,1.21,99.8,7956339000483,Howard and Sons,2024-05-16,6814211550,Credit,5908060665747
195154.58,Home sign hotel that billion nearly.,RTGS,USD,Corporate,Investment challenge necessary off.,1.36,27.9,7009637815250,"Smith, Smith and Taylor",2024-01-28,1326937907,Credit,3939906942919
103616.46,Culture research federal within situation save PM would group official sound million.,SWIFT,EUR,Corporate,Mr Congress dog.,1.32,6.03,6617520486924,Tucker-Silva,2024-05-20,6348375567,Cash,7755666470448
133635.27,Force work all what instead technology local pressure.,ACH,GBP,Retail,Since federal response.,1.16,21.44,4105673290966,Kelly-Stafford,2024-02-29,6529963668,Online Transfer,8212984245801
192943.28,Spring free hotel truth enough yet bill whether happen.,SWIFT,EUR,Corporate,Prevent Congress thought learn bed dark.,1.28,97.84,2832076185739,"Wood, Davis and Walker",2024-05-19,3971068632,Cash,7557751778048
65700.95,Fine simply fly of government before may strategy recently.,SWIFT,GBP,Corporate,Pm mind bank past many.,1.5,57.35,2978777478410,"Bright, Ellis and Cannon",2024-05-16,3602954806,Online Transfer,7951093543917
76501.28,President behavior police section west party program fund fall game card look customer.,ACH,EUR,Corporate,Career future bag reality.,1.43,92.51,5525503705402,"Gonzalez, Ortega and Stewart",2024-03-22,5448763706,Credit,3706970046024
74530.78,Evidence pressure brother paper message find usually too public either finally cup.,RTGS,USD,Retail,Probably strategy total animal.,1.29,83.25,5478411127601,Neal PLC,2024-03-04,9492470198,Online Transfer,8397594180124
67635.61,Relate group bring majority serve maybe hospital site.,SWIFT,GBP,Corporate,Discover about although film item.,0.55,83.18,6084817672973,Zuniga Inc,2024-04-20,8086930724,Credit,5701785992830
67607.21,Same team speech treat hope watch know kind degree build.,SWIFT,GBP,Corporate,Skin too yes forward improve.,0.69,91.86,3995104851779,Kennedy and Sons,2024-02-13,7690150449,Credit,8773412580383
33742.82,Anyone life carry between who reality shoulder contain under page finally industry.,SWIFT,USD,Retail,Hit boy send collection.,0.62,82.08,5333306080917,Cohen Inc,2024-01-27,9926165878,Online Transfer,6692215976631
5261.16,Decision baby animal Mrs rest easy.,RTGS,GBP,Retail,Effect cause eight bad.,1.4,48.52,6291246779373,Parker PLC,2024-03-05,3539760275,Online Transfer,1498775963394
43908.28,Your down speech south involve particular actually director lot.,RTGS,EUR,Corporate,Travel letter center kid mind street.,1.47,52.34,5828289965126,Morales-Rich,2024-01-02,5940573276,Cash,9640567264444
100570.51,Nearly similar no remain recent prepare music play.,RTGS,USD,Corporate,Particular his cause offer.,0.99,93.1,4569411552787,Ramirez Ltd,2024-04-16,1497774519,Cash,4353563031559
152949.14,Image owner ask possible economic into race let collection father.,RTGS,USD,Retail,About indicate appear.,0.86,11.89,5491648321306,Long-Mccann,2024-01-11,8109453306,Cash,6239181838874
155113.24,Early table do talk already north.,SWIFT,GBP,Retail,Stock religious responsibility.,0.66,94.4,2137250752864,Harris-Fisher,2024-02-25,9621802132,Online Transfer,7104047594717
177191.53,Line ahead hold which hope control.,ACH,USD,Retail,Trouble born if.,1.4,99.47,9844811842415,"Brooks, Mcdaniel and Price",2024-02-27,4227051948,Cash,7165065787450
162830.62,Task stop media such official though under appear everybody.,RTGS,USD,Retail,Minute fund ok there claim.,1.1,31.62,2308740588090,Medina LLC,2024-01-21,3052344766,Credit,1202429747976
